q_0.2,q_0.35,q_0.5,q_0.6,q_0.7,q_0.75,q_0.8,q_0.85,q_0.9,q_0.925,q_0.95,q_0.975,predictions,prob_exceed_280,risk_label
5.0,5.0,5.0,5.0,5.0,6.0,7.0,71.0,71.0,71.0,71.0,71.0,6.0,0.0,SAFE
5.0,5.0,6.0,29.0,68.0,126.0,126.0,146.0,230.0,329.0,390.0,390.0,126.0,0.08737373737373733,SAFE
5.0,5.0,5.0,6.0,10.0,10.0,10.0,22.0,22.0,22.0,23.0,101.0,10.0,0.0,SAFE
5.0,6.0,9.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,94.0,123.0,13.0,0.0,SAFE
5.0,26.0,26.0,26.0,26.0,26.0,108.0,162.0,162.0,162.0,162.0,346.0,67.0,0.0339430894308943,SAFE
59.0,484.0,1715.0,4972.0,5180.0,5180.0,5180.0,5180.0,5190.0,5190.0,5190.0,5190.0,5180.0,0.722,EXCEED
35.0,171.0,484.0,842.0,1201.0,1252.0,1283.0,1319.0,1319.0,1319.0,1327.0,1327.0,1268.0,0.5977635782747603,EXCEED
7.0,55.0,75.0,169.0,206.0,206.0,215.0,215.0,222.0,222.0,222.0,222.0,210.0,0.0,SAFE
6.0,12.0,35.0,75.0,75.0,76.0,76.0,76.0,94.0,94.0,94.0,111.0,76.0,0.0,SAFE
31.0,157.0,257.0,439.0,439.0,439.0,554.0,745.0,745.0,745.0,745.0,745.0,496.0,0.4873394495412844,EXCEED
5.0,5.0,5.0,17.0,17.0,17.0,53.0,53.0,53.0,70.0,70.0,70.0,35.0,0.0,SAFE
5.0,6.0,12.0,12.0,12.0,30.0,30.0,30.0,268.0,268.0,341.0,469.0,30.0,0.07103448275862068,SAFE
5.0,5.0,5.0,6.0,10.0,10.0,13.0,13.0,13.0,13.0,18.0,98.0,11.0,0.0,SAFE
25.0,28.0,28.0,94.0,94.0,269.0,269.0,269.0,269.0,653.0,653.0,653.0,269.0,0.09926805465191935,SAFE
12.0,12.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,31.0,85.0,21.0,0.0,SAFE
100.0,171.0,282.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,0.5027027027027027,EXCEED
7.0,20.0,47.0,90.0,90.0,90.0,90.0,93.0,94.0,94.0,94.0,133.0,90.0,0.0,SAFE
7.0,9.0,9.0,20.0,20.0,20.0,20.0,20.0,21.0,22.0,31.0,87.0,20.0,0.0,SAFE
11.0,22.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,94.0,53.0,0.0,SAFE
12.0,14.0,51.0,77.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,124.0,83.0,0.0,SAFE
5.0,8.0,12.0,20.0,33.0,33.0,36.0,60.0,60.0,60.0,60.0,78.0,34.0,0.0,SAFE
5.0,5.0,7.0,7.0,7.0,7.0,9.0,35.0,35.0,35.0,46.0,229.0,8.0,0.0,SAFE
49.0,277.0,1159.0,1963.0,1963.0,1963.0,1963.0,1963.0,2250.0,2250.0,2250.0,2250.0,1963.0,0.6494897959183674,EXCEED
5.0,7.0,9.0,27.0,29.0,29.0,34.0,59.0,86.0,86.0,86.0,174.0,32.0,0.0,SAFE
22.0,164.0,198.0,198.0,382.0,472.0,472.0,579.0,579.0,579.0,630.0,630.0,472.0,0.35543478260869565,EXCEED
5.0,5.0,6.0,7.0,10.0,10.0,10.0,10.0,95.0,98.0,150.0,150.0,10.0,0.0,SAFE
5.0,7.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,55.0,88.0,18.0,0.0,SAFE
5.0,8.0,30.0,30.0,31.0,31.0,39.0,39.0,39.0,47.0,75.0,168.0,35.0,0.0,SAFE
5.0,5.0,10.0,71.0,71.0,80.0,174.0,174.0,189.0,189.0,189.0,189.0,127.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,22.0,30.0,30.0,113.0,6.0,0.0,SAFE
7.0,68.0,68.0,119.0,206.0,206.0,280.0,280.0,280.0,280.0,280.0,280.0,243.0,0.20011235955056172,EXCEED
5.0,5.0,6.0,6.0,6.0,6.0,6.0,33.0,33.0,33.0,74.0,124.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,10.0,10.0,64.0,64.0,83.0,83.0,83.0,10.0,0.0,SAFE
22.0,86.0,168.0,244.0,339.0,354.0,354.0,727.0,878.0,878.0,1478.0,1478.0,354.0,0.3621052631578947,EXCEED
5.0,6.0,6.0,13.0,13.0,13.0,13.0,13.0,21.0,30.0,169.0,237.0,13.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,61.0,61.0,121.0,5.0,0.0,SAFE
7.0,7.0,7.0,13.0,46.0,46.0,46.0,46.0,112.0,112.0,112.0,391.0,46.0,0.03495813397129188,SAFE
7.0,7.0,9.0,15.0,15.0,15.0,15.0,34.0,34.0,34.0,53.0,78.0,15.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,103.0,7.0,0.0,SAFE
9.0,13.0,27.0,91.0,91.0,114.0,114.0,125.0,128.0,128.0,128.0,128.0,114.0,0.0,SAFE
5.0,5.0,5.0,16.0,16.0,16.0,26.0,26.0,26.0,31.0,107.0,109.0,21.0,0.0,SAFE
5.0,5.0,5.0,10.0,12.0,12.0,12.0,12.0,16.0,30.0,30.0,69.0,12.0,0.0,SAFE
48.0,505.0,1272.0,4438.0,4602.0,4650.0,4778.0,4778.0,4974.0,4974.0,4974.0,4978.0,4714.0,0.7238512035010941,EXCEED
5.0,5.0,9.0,9.0,9.0,11.0,11.0,23.0,23.0,37.0,37.0,55.0,11.0,0.0,SAFE
5.0,5.0,9.0,10.0,10.0,11.0,30.0,30.0,38.0,54.0,54.0,71.0,20.0,0.0,SAFE
24.0,220.0,374.0,955.0,955.0,955.0,974.0,1375.0,1375.0,1375.0,1417.0,1417.0,964.0,0.5915584415584416,EXCEED
11.0,84.0,94.0,135.0,228.0,228.0,228.0,228.0,228.0,368.0,368.0,368.0,228.0,0.09064731080437882,SAFE
41.0,323.0,1149.0,1604.0,1604.0,1604.0,1730.0,1730.0,1730.0,1730.0,1750.0,1750.0,1667.0,0.6728723404255319,EXCEED
17.0,114.0,114.0,133.0,133.0,133.0,192.0,192.0,192.0,192.0,299.0,299.0,162.0,0.05441860465116277,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,65.0,5.0,0.0,SAFE
7.0,13.0,28.0,32.0,32.0,41.0,50.0,50.0,54.0,54.0,54.0,54.0,45.0,0.0,SAFE
6.0,6.0,16.0,26.0,40.0,40.0,70.0,70.0,70.0,70.0,70.0,70.0,55.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,53.0,53.0,53.0,100.0,100.0,100.0,30.0,0.0,SAFE
12.0,13.0,13.0,29.0,29.0,29.0,51.0,51.0,51.0,232.0,232.0,407.0,40.0,0.04314285714285715,SAFE
21.0,98.0,185.0,185.0,185.0,185.0,233.0,261.0,261.0,261.0,261.0,261.0,209.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,32.0,32.0,32.0,35.0,5.0,0.0,SAFE
5.0,6.0,7.0,10.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,127.0,12.0,0.0,SAFE
7.0,7.0,9.0,10.0,10.0,10.0,10.0,12.0,30.0,30.0,30.0,101.0,10.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,13.0,48.0,48.0,73.0,259.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,49.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,9.0,25.0,25.0,25.0,25.0,40.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,14.0,14.0,47.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,15.0,18.0,18.0,41.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,11.0,11.0,22.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,10.0,10.0,48.0,9.0,0.0,SAFE
5.0,6.0,8.0,8.0,10.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,SAFE
5.0,5.0,5.0,10.0,12.0,12.0,16.0,16.0,17.0,17.0,17.0,34.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,7.0,9.0,9.0,9.0,9.0,34.0,7.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,17.0,17.0,32.0,8.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,7.0,12.0,36.0,36.0,36.0,100.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,24.0,6.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,10.0,10.0,10.0,10.0,14.0,14.0,42.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,13.0,13.0,28.0,28.0,28.0,51.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,23.0,5.0,0.0,SAFE
5.0,8.0,8.0,19.0,19.0,19.0,33.0,33.0,33.0,33.0,42.0,751.0,26.0,0.04160789844851909,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,30.0,30.0,30.0,30.0,30.0,32.0,18.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,42.0,7.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,44.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,16.0,27.0,27.0,38.0,6.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,12.0,12.0,16.0,17.0,58.0,58.0,169.0,12.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,19.0,19.0,19.0,20.0,29.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,54.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,32.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,14.0,14.0,26.0,26.0,26.0,26.0,36.0,36.0,20.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,23.0,23.0,23.0,38.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,10.0,37.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,12.0,12.0,36.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,32.0,5.0,0.0,SAFE
12.0,22.0,56.0,56.0,68.0,68.0,80.0,80.0,80.0,80.0,80.0,271.0,74.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,14.0,14.0,14.0,74.0,74.0,74.0,74.0,14.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,32.0,7.0,0.0,SAFE
5.0,6.0,11.0,14.0,14.0,14.0,14.0,27.0,47.0,47.0,47.0,53.0,14.0,0.0,SAFE
5.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,24.0,24.0,24.0,43.0,10.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,16.0,16.0,16.0,28.0,6.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,11.0,12.0,12.0,27.0,27.0,27.0,27.0,11.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,19.0,19.0,19.0,19.0,19.0,23.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,33.0,5.0,0.0,SAFE
5.0,5.0,5.0,8.0,13.0,13.0,13.0,31.0,31.0,31.0,31.0,33.0,13.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,12.0,12.0,12.0,12.0,30.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,56.0,6.0,0.0,SAFE
13.0,22.0,22.0,57.0,57.0,57.0,70.0,70.0,70.0,71.0,71.0,120.0,64.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,26.0,26.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,14.0,14.0,14.0,43.0,6.0,0.0,SAFE
19.0,19.0,28.0,77.0,86.0,95.0,95.0,129.0,129.0,129.0,129.0,177.0,95.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,44.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,22.0,22.0,22.0,60.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,13.0,13.0,13.0,78.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0,10.0,26.0,6.0,0.0,SAFE
6.0,6.0,7.0,11.0,18.0,19.0,19.0,19.0,24.0,24.0,24.0,57.0,19.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,19.0,24.0,53.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,41.0,6.0,0.0,SAFE
5.0,5.0,6.0,8.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,31.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,18.0,23.0,28.0,28.0,28.0,32.0,12.0,0.0,SAFE
5.0,5.0,7.0,8.0,14.0,14.0,16.0,23.0,23.0,23.0,26.0,40.0,15.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,18.0,42.0,9.0,0.0,SAFE
5.0,24.0,55.0,97.0,153.0,159.0,159.0,229.0,229.0,229.0,229.0,229.0,159.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,12.0,12.0,12.0,121.0,5.0,0.0,SAFE
5.0,6.0,6.0,8.0,8.0,8.0,17.0,28.0,28.0,28.0,28.0,57.0,12.0,0.0,SAFE
5.0,6.0,6.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,48.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,14.0,16.0,16.0,48.0,48.0,60.0,10.0,0.0,SAFE
5.0,6.0,9.0,9.0,9.0,10.0,10.0,10.0,31.0,31.0,31.0,87.0,10.0,0.0,SAFE
10.0,15.0,20.0,22.0,22.0,22.0,81.0,81.0,81.0,81.0,81.0,86.0,51.0,0.0,SAFE
5.0,5.0,37.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,102.0,139.0,83.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,22.0,55.0,55.0,55.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,57.0,6.0,0.0,SAFE
20.0,28.0,28.0,51.0,51.0,51.0,51.0,51.0,97.0,97.0,97.0,235.0,51.0,0.0,SAFE
5.0,5.0,6.0,6.0,20.0,20.0,27.0,34.0,34.0,34.0,34.0,40.0,23.0,0.0,SAFE
5.0,9.0,44.0,44.0,85.0,85.0,85.0,118.0,118.0,118.0,118.0,168.0,85.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,20.0,20.0,20.0,46.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,8.0,52.0,5.0,0.0,SAFE
5.0,5.0,7.0,9.0,12.0,15.0,18.0,18.0,44.0,44.0,44.0,49.0,17.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,10.0,20.0,20.0,20.0,40.0,40.0,43.0,15.0,0.0,SAFE
86.0,759.0,1881.0,2808.0,2808.0,2808.0,3049.0,3334.0,3334.0,3334.0,3334.0,3334.0,2928.0,0.7567607726597325,EXCEED
5.0,6.0,6.0,10.0,10.0,10.0,10.0,63.0,63.0,63.0,63.0,138.0,10.0,0.0,SAFE
5.0,5.0,8.0,8.0,8.0,8.0,20.0,20.0,20.0,20.0,20.0,68.0,14.0,0.0,SAFE
5.0,5.0,6.0,9.0,9.0,9.0,10.0,10.0,63.0,95.0,95.0,95.0,9.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,16.0,18.0,18.0,42.0,75.0,6.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,37.0,37.0,37.0,37.0,37.0,37.0,147.0,37.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,12.0,12.0,13.0,23.0,24.0,24.0,41.0,12.0,0.0,SAFE
17.0,41.0,72.0,78.0,125.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,12.0,17.0,46.0,61.0,61.0,61.0,85.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,10.0,31.0,41.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,10.0,10.0,17.0,17.0,17.0,21.0,35.0,10.0,0.0,SAFE
52.0,340.0,368.0,505.0,563.0,563.0,563.0,996.0,996.0,1141.0,1141.0,1141.0,563.0,0.68125,EXCEED
6.0,10.0,10.0,13.0,17.0,17.0,17.0,22.0,22.0,48.0,48.0,49.0,17.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,11.0,12.0,19.0,19.0,19.0,19.0,77.0,12.0,0.0,SAFE
5.0,5.0,6.0,7.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,63.0,12.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,54.0,75.0,5.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0,22.0,72.0,9.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,25.0,25.0,25.0,37.0,8.0,0.0,SAFE
5.0,5.0,7.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,34.0,13.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,12.0,12.0,31.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,26.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,38.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,22.0,22.0,22.0,22.0,22.0,77.0,14.0,0.0,SAFE
5.0,5.0,5.0,10.0,10.0,18.0,18.0,26.0,26.0,26.0,26.0,26.0,18.0,0.0,SAFE
10.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,51.0,51.0,68.0,68.0,14.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,22.0,22.0,22.0,22.0,22.0,27.0,14.0,0.0,SAFE
5.0,5.0,8.0,18.0,24.0,26.0,31.0,32.0,103.0,103.0,103.0,103.0,28.0,0.0,SAFE
5.0,6.0,8.0,15.0,15.0,15.0,32.0,48.0,48.0,48.0,48.0,49.0,23.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,18.0,19.0,23.0,23.0,23.0,44.0,13.0,0.0,SAFE
15.0,28.0,67.0,67.0,94.0,130.0,143.0,143.0,143.0,340.0,340.0,340.0,137.0,0.0826271186440678,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,18.0,18.0,30.0,30.0,48.0,5.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,7.0,7.0,19.0,27.0,27.0,27.0,38.0,7.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,10.0,10.0,20.0,20.0,20.0,84.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,12.0,12.0,12.0,49.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,11.0,22.0,60.0,60.0,60.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,17.0,17.0,17.0,35.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,22.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,19.0,19.0,19.0,28.0,5.0,0.0,SAFE
5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,47.0,8.0,0.0,SAFE
5.0,5.0,5.0,6.0,10.0,14.0,14.0,22.0,22.0,22.0,22.0,33.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,29.0,5.0,0.0,SAFE
5.0,7.0,10.0,13.0,13.0,15.0,15.0,15.0,15.0,44.0,44.0,44.0,15.0,0.0,SAFE
31.0,197.0,197.0,197.0,197.0,197.0,205.0,302.0,302.0,302.0,302.0,302.0,201.0,0.16141975308641976,SAFE
7.0,8.0,9.0,10.0,11.0,38.0,38.0,38.0,38.0,38.0,38.0,89.0,38.0,0.0,SAFE
5.0,7.0,9.0,11.0,19.0,26.0,34.0,34.0,51.0,56.0,56.0,60.0,30.0,0.0,SAFE
5.0,7.0,18.0,20.0,48.0,48.0,48.0,128.0,128.0,128.0,128.0,128.0,48.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,10.0,20.0,67.0,67.0,67.0,7.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,22.0,27.0,27.0,66.0,8.0,0.0,SAFE
41.0,100.0,226.0,255.0,255.0,285.0,285.0,285.0,285.0,315.0,315.0,315.0,285.0,0.2586776859504132,EXCEED
5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,10.0,10.0,10.0,61.0,8.0,0.0,SAFE
5.0,5.0,8.0,10.0,10.0,10.0,38.0,38.0,38.0,38.0,38.0,69.0,24.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,19.0,19.0,126.0,8.0,0.0,SAFE
22.0,69.0,303.0,374.0,744.0,935.0,935.0,935.0,935.0,935.0,979.0,979.0,935.0,0.5147435897435897,EXCEED
8.0,8.0,9.0,12.0,40.0,124.0,144.0,144.0,144.0,338.0,338.0,413.0,134.0,0.08246140651801026,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,71.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,7.0,7.0,23.0,23.0,23.0,23.0,23.0,54.0,15.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,12.0,12.0,12.0,55.0,5.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,10.0,18.0,18.0,18.0,18.0,23.0,28.0,14.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,62.0,62.0,62.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,22.0,22.0,25.0,9.0,0.0,SAFE
5.0,7.0,7.0,14.0,21.0,34.0,34.0,34.0,35.0,35.0,35.0,37.0,34.0,0.0,SAFE
5.0,5.0,6.0,14.0,14.0,42.0,42.0,42.0,42.0,60.0,60.0,60.0,42.0,0.0,SAFE
5.0,5.0,6.0,8.0,9.0,10.0,14.0,14.0,22.0,22.0,22.0,31.0,12.0,0.0,SAFE
5.0,5.0,7.0,10.0,17.0,17.0,22.0,22.0,24.0,28.0,28.0,37.0,19.0,0.0,SAFE
5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,48.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,15.0,22.0,71.0,8.0,0.0,SAFE
74.0,837.0,2053.0,3189.0,3189.0,3189.0,3369.0,3798.0,3798.0,3798.0,3798.0,3798.0,3279.0,0.7595019659239843,EXCEED
5.0,8.0,8.0,8.0,9.0,42.0,42.0,42.0,42.0,108.0,108.0,183.0,42.0,0.0,SAFE
5.0,7.0,10.0,18.0,21.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,14.0,14.0,14.0,14.0,67.0,6.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,60.0,60.0,60.0,60.0,70.0,250.0,250.0,60.0,0.0,SAFE
5.0,8.0,8.0,8.0,8.0,9.0,26.0,33.0,33.0,33.0,104.0,104.0,18.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,16.0,16.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,10.0,10.0,59.0,7.0,0.0,SAFE
5.0,5.0,17.0,25.0,27.0,29.0,29.0,29.0,29.0,29.0,190.0,190.0,29.0,0.0,SAFE
5.0,5.0,5.0,14.0,18.0,18.0,29.0,49.0,69.0,73.0,78.0,78.0,24.0,0.0,SAFE
85.0,210.0,647.0,853.0,1193.0,1193.0,1236.0,1441.0,1442.0,1442.0,1442.0,1442.0,1214.0,0.6259725400457666,EXCEED
66.0,270.0,362.0,384.0,384.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,0.633695652173913,EXCEED
11.0,32.0,84.0,172.0,184.0,184.0,204.0,296.0,296.0,340.0,340.0,340.0,194.0,0.1584699453551912,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,11.0,11.0,11.0,69.0,6.0,0.0,SAFE
5.0,5.0,5.0,5.0,12.0,12.0,13.0,48.0,48.0,48.0,48.0,56.0,12.0,0.0,SAFE
8.0,34.0,34.0,34.0,34.0,34.0,60.0,60.0,60.0,60.0,60.0,60.0,47.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,14.0,14.0,14.0,14.0,14.0,14.0,22.0,14.0,0.0,SAFE
20.0,26.0,26.0,51.0,51.0,51.0,123.0,123.0,123.0,123.0,123.0,232.0,87.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,13.0,38.0,5.0,0.0,SAFE
5.0,5.0,7.0,10.0,11.0,12.0,12.0,13.0,28.0,28.0,28.0,28.0,12.0,0.0,SAFE
5.0,5.0,6.0,7.0,8.0,16.0,16.0,16.0,16.0,16.0,16.0,41.0,16.0,0.0,SAFE
13.0,24.0,72.0,72.0,72.0,127.0,127.0,127.0,205.0,205.0,205.0,492.0,127.0,0.04348837209302325,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,10.0,10.0,68.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,18.0,18.0,21.0,56.0,6.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,19.0,56.0,6.0,0.0,SAFE
